,label,text
336660,0,unit intern trade fun unit
1341017,1,hide bathroom
698565,0,hop shower bah work today
1176840,1,waaaay ahead
859034,1,narcot thrust like lt lt lt song listen enjoy less
120651,0,damn
1188949,1,go run
1360658,1,ty followfriday wise women
894742,1,good night come morn hurri
1391918,1,keep good work
1233512,1,nooooooo lose anymor
381236,0,listen whole wrong right album yeah guess atl cd realli want parti scene cd
914720,1,love smell roast oven thank idea
1462773,1,georgiagroom hey pictur amaz beauti
1329679,1,hey congrat made top
927708,1,ah ye could get troubl delet
1015038,1,tip follow updat framework develop joomla dev
123922,0,lost art read aloud interest take one ever read aloud
1139517,1,make fun
1222244,1,oh fave gener cours
914180,1,unfortun peopl work let bad morn offici reveng dish best serv cold
767954,0,feel right
517098,0,long day work ahead
1472646,1,wether turn bbbbaaaadddd b day celebr wick wkend well knacker cake
227417,0,need someth good visibl window current camera dark guess ppl r dark set
577874,0,live cali
1231731,1,hang babe soon pass least u guy get sunshin crappi weather unlik xoxo
1027760,1,love diaper bag travel set stylish practic would love new babi
484487,0,ye one sad
177599,0,miss alreadi
591306,0,irrit lack phone ring call got notif new voicemail
799659,1,peopl actual live aha love
178641,0,dear god hope save
882052,1,would never block like even facial hair bad follow
641405,0,compl nh london kpi soon done time tri new joystick
902156,1,yahoo great alway nice hear success stori
96696,0,rubbish hope bad
1316139,1,nope twitter demo still come
36886,0,like sherrieshepherd present view elizabeth anoth stori
599483,0,need clear mess
198944,0,thought exactli ef score great
1000353,1,system shock portabl download link pleas ss
1412678,1,mcdick call orient tomorrow three
786631,0,wait get lab work done doctor earlier go awhil
883402,1,mass fix typo fix end note bibliographi finish bookshelf organ tonight ador potluck see
242834,0,gimp keep shut need new copi photoshop hate broke
1029204,1,talk nicol phone
1110150,1,need bring anyth lawn chair
599252,0,rain tow park tix man woo woo woo
1345357,1,go beach
409091,0,head realli hurt
1512976,1,hair disgust today rain today last day class error
754519,0,see stream conscious one need dam quot touch quot stuck head
1121124,1,hey flikstaaaaa bet live comment bgt lol
103537,0,realli hate see wrap cap pen seri
125873,0,start prepar project go live later week worri brown smelli stuff hit spinni twirli thing
1533447,1,pleas pleas stay warm today hahaha want see hot life guard
901936,1,go jog uni quit way famili home exercis
1137238,1,magic amp laker final predict thinkin go make dwight howard puppet
1038722,1,rare client would call back apolog good
1548828,1,watch true blood hbo
463603,0,desper need new earphon
1325229,1,lol rabena yestor kway eni msh fe cairo btw go democamp cairo
518879,0,thunder storm miss england
1117559,1,bout leav go parti
554563,0,work til
1421156,1,came let know like would want anim
475447,0,sure hope murder orient express would add crazi great sad journey
186894,0,audit would love
935269,1,hey thank
166161,0,yesterday today weekend back work moro
130853,0,monday buuuut three week school
656046,0,fyi everyon read dm phone
1181543,1,shake shake itt
740958,0,ok away gut kitchen bathroom could take
1196047,1,eeevvvviiiillll
370449,0,found citi final found someth glock lol
276728,0,wow suck went burger king kid burger freak burger
1122042,1,home watch discoveri channel nerd
281574,0,back school
1216142,1,time work fantabol work
907578,1,hi man lol love song clearer turn phone
120492,0,bed readi get minut school
573179,0,wack headach
397083,0,good might use us unfortun saf let go
289908,0,great sunday yesterday today broken furnac engin light car came hous meat locker fight cold
390234,0,miss jimmygulp amazingli beauti time charley amp lara shame fun end
1537534,1,yup nyc favourit place earth excus go
939269,1,good almost work final
185119,0,omg msn gay
538845,0,crabbi babi want oreo cooki milkshak guess ryan take care us
196465,0,toy idea day realis take tue although book review new book write mayb
129469,0,miss babi sooo much
1485,0,soooo tire work
879685,1,woke
639566,0,curs work price info iphon gs yet kinda hope could blag one suspect costli
815659,1,aww like cutest dog ever
1011739,1,clearli live dream
1310777,1,delici ad first strawberri garden breakfast
842900,1,sure duck guess
1271866,1,mmm cake work
189114,0,yeah cold still made dish tssssk
656984,0,jh sorri alway assum worst tri friend
365623,0,sad morn david carradin idiot
291079,0,think best friend delet myspac
131172,0,meet possibl cater servic world feet book board game launch expens
700703,0,peach guy rememb name
1190390,1,today go good hope end way want argu today happi
1543902,1,thank peopl usual give thing stick ear
831513,1,love rain especi insid watch sometim wish purpl though could sing princ
78692,0,realli wish could part crappi
596075,0,updat latest softwar still useless
852395,1,bet anyth betfair get cashback lose win win situat
367893,0,stop bite lower lip bleed stuff
551097,0,funni
682219,0,itun work lol
816835,1,thank excit nervou scare excit
1184074,1,good day church
437561,0,one journalist profess would one actual fact check put someth print sloppi
462587,0,readi start summer school
631517,0,haahahah think go get mine soon
1077950,1,go see dear
210157,0,fuck stupid
1585832,1,talk toy might alley
1501046,1,work rox dig time get sleep gr sleep gnite
1315275,1,wish father gim citi car birthday gift
809879,1,think scari think fact mom amp journalist depth understand
270824,0,mr benson pickin
116820,0,airport wait plane
1223555,1,today start e bitch watch tv stupid g hook us good stuff
6107,0,need fix pitt amp putt swim
1175198,1,lol silli
203289,0,get readi go back outsid finish clean parti
535374,0,work
133622,0,everyth turn great back work feel alittl hung
886239,1,agre care peopl facebook care guy random celebr follow
1110224,1,citi kid stuff mayb meet lata
1280934,1,rock thursday would let
691077,0,miss much miss ckt
1328113,1,guy ppm star hope win
856039,1,cool quot add quot okay know quot quot refer account name quot quot still sound funni come
9622,0,stress tmw
234738,0,sat sun nice beat time last week tho
1378783,1,pleas share us favorit dog stori
818337,1,like tri get sm day next week mean voluntweetup ye come
1184873,1,say
1339153,1,enjoy view pic share us
1387725,1,wait mummmmi love
477794,0,bad morn momma threw back realli bad prom grad season time dress need get done
911106,1,take back insult
767280,0,bat scare
47822,0,want fred shirt live england
808116,1,happi tweetdeck die whole morn keep twit
906457,1,chri babi born today
636382,0,goodnight stay
952197,1,proud hate math officiali btw sheet thing given said quot gade c includ english quot
1455067,1,final day sigh sure w lol spend day w kiddo dezja amp deztini
681806,0,michel jenni hous pasadena jame megan feel shitti
1368318,1,pleasur thank twice less
1535722,1,eat waffl
1072545,1,got home see brit tim holli sucha cute movieee
362524,0,babysit amp even think get paid
1408136,1,lol thank
990679,1,problem lot fun mine
501644,0,gr want know long
1477319,1,like inspir word thank vibrat thought peac love inspir us
665112,0,sinu infect worst get joke
768448,0,went hockey hockey
1230874,1,hehe ugo thank buddi u
1583682,1,wonder kumb right whale go green awesom tri orang
516235,0,feel bad bout interview hush disgust
781657,0,ban facebook happi nixiepixel ubuntu group dead
977126,1,final home work school
1437891,1,oh blog link go see profil got address
1391972,1,oh man least u get tweet us work sat sun grind lol
1311261,1,three day feel though someth product meh
303040,0,get realli realli worri heard day
730600,0,job suck lunchtim alreadi soup yum harrymcflytos x
270391,0,plane lost atlant
1098963,1,head preacher hous breakfast yum yum michel jm
989608,1,look forward hear bang
818600,1,go bed great time past day morgan got trash met lot awesom peopl feel real good
1269482,1,say far away meant threw away copi
1369309,1,oh u know ill
282007,0,headach piti world
574788,0,anyway least nice script tell appl back statu
996963,1,time life ya want smile right one time
284564,0,exactli need need ryan callahan x youngblood want win bad go thru everi year suck
935456,1,cineva confirmata stirea ca anulat concertul depech vreau si link daca se poat pleas
1402793,1,macka need busi month final exam love u know
151308,0,welcom cool kid stick piec napkin ear block nois right right via
110455,0,still messag movi abbi
1462852,1,want updat ur social media site ms fb yim ect join ping fm also check mobil app
1400655,1,thank tash casey twitterfox ill often also ferri wheel photo yum cake make great night
801385,1,great ill bring friend along well lol
822729,1,photo tip color black white oddli satisfi u look closer
851427,1,hope post love jimi scat compil ipod nice one pop yesterday
258892,0,jr finish th place happi jimmi johnson nd fav driver
981984,1,land cambridg
125716,0,think gremlin
661090,0,inaperfectworld would get yr matern leav instead month left
1540691,1,well problem spent lot money weekend see feel better
852435,1,yup
119166,0,littl upset know mayb emot feel realli day like regular cheer self b ok
1459823,1,sad thing everyon
1528396,1,fiona say tire think go sleep
231357,0,ate today hot choc cal amp b p g hot chip cal think got chip tho day total cal bad
110471,0,perform song twice right person think laugh sorri almost
531967,0,got ta sleep serious tire fuck want sleep till noon tomorrow co never get bed
874770,1,heavi luggag leav jetplan soon melb
580077,0,bad take straight home
498331,0,link got delet could even watch
1299948,1,read
1512998,1,today end school sooooo excit
1364112,1,watch mtv movi award good tv
892103,1,dailybooth new camera dpdpdp
682332,0,unhappi new crumpler brazillion hour tri pack mbp bodi lens flash amp gpsr make work
1512622,1,wale amaz want come home
830330,1,welcom welcom twitter
507460,0,soup tea love stuff straight plastic bowl cupboard
1053517,1,yese wonder client use screen reader abl access keep eye
1549588,1,pretti proud product weekend
21234,0,hmmm tour uk anytim soon miss astoria
1283682,1,got home termin salvat cool
4628,0,worst combin ever cup coffe vitamin pill cereal milk
763892,0,lunch good
663534,0,awe buddi sorri suck
1316447,1,come hang birthday haha
197580,0,heard tragic news fintan
1013849,1,last stop week till hattera camp watch babi sea turtl go love
663783,0,babi still mad want even answer call txt back tear
709981,0,lie mum bed co tire get readi bed
986131,1,got good med b school late lost n ur
615103,0,stuck wait line stop light war memori
1284157,1,thanke
1371349,1,ariv oxnard talk jonni game make get readi bed kinda tyre e
1557699,1,pretti good day
376190,0,stomach hurt miss hilton would say huge
489923,0,alon r poorli upset go go moro orthoped c wot u doin moro u back
1306034,1,thanx head sweetheart
1338400,1,excit see hang squirrel later
1122354,1,congrat kri well deserv win anyway thought said twitter evil
273840,0,final forgot yearbook home
521186,0,amp even earli ya hoe wish could go back bed
740240,0,feel quit anem left iron pill home
302134,0,maddi mommi back hospit
132302,0,aw id tri reassur never caviti anyth wrong teeth like quot put mother fucker quot ha
169171,0,go busi day suck want spend time someon earlier today
